type,title,country,month_added,release_year,rating,listed_in,duration_in_mins,,,,show_id,director,cast,description
Movie,Phantom of the Megaplex,"United States, Canada",November,2000,TV-G,"Comedy, Coming of Age",89,,,,s1124,Blair Treu,"Taylor Handley, Corinne Bohrer, Caitlin Wachs, Jacob Smith, Rich Hutchman, John Novak",A phantom haunting a local megaplex threatens to ruin a premiere gala.
TV Show,Phil of the Future,United States,November,2003,TV-G,"Comedy, Coming of Age, Kids",720,,,,s1125,Others,"Ricky Ullman, Amy Bruckner, Craig Anton, Lise Simms, Alyson Michalka",Phil is just your average teenager – whose family crash-landed here from the year 2121.
TV Show,Phineas and Ferb,"United States, South Korea, China, Taiwan",November,2007,TV-G,"Action-Adventure, Animation, Comedy",1440,,,,s1126,Others,"Vincent Martella, Ashley Tisdale, Thomas Sangster, Caroline Rhea, Alyson Stoner, Mitchel Musso",Phineas and Ferb have big summertime adventures with friends.
Movie,Phineas and Ferb the Movie: Across the 2nd Dimension,"United States, Taiwan, China",November,2011,TV-G,"Action-Adventure, Animation, Comedy",79,,,,s1127,"Dan Povenmire, Robert Hughes","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire",Phineas and Ferb jump dimensions and learn Perry is a real secret agent.
Movie,Phineas and Ferb: Mission Marvel,Others,November,2013,TV-G,"Action-Adventure, Animation, Comedy",46,,,,s1128,"Robert Hughes, Sue Perrotto","Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire",Two Universes Collide In One Epic Adventure!
Movie,Piglet's Big Movie,United States,November,2003,G,"Action-Adventure, Animation, Kids",78,,,,s1129,Francis Glebas,"John Fiedler, Jim Cummings, Andre Stojka, Kath Soucie, Nikita Hopkins, Peter Cullen","When Piglet disappears, his friends band together to find him."
Movie,Pinocchio,United States,November,1940,G,"Animation, Family, Fantasy",90,,,,s1130,"Ben Sharpsteen, Hamilton Luske","Dickie Jones, Christian Rub, Cliff Edwards, Evelyn Venable, Walter Catlett, Charles Judels",A little wooden puppet yearns to become a real boy.
Movie,Piper,United States,November,2016,G,"Animals & Nature, Animation, Family",6,,,,s1131,Alan Barillaro,Others,A sandpiper exploring by the shore encounters scary waves.
Movie,Pirates of the Caribbean: At World's End,United States,November,2007,PG-13,"Action-Adventure, Fantasy",169,,,,s1132,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Bill Nighy, Chow Yun-Fat",An alliance forms to rescue Captain Jack Sparrow from Davy Jones' locker.
Movie,Pirates of the Caribbean: Dead Man's Chest,United States,November,2006,PG-13,"Action-Adventure, Fantasy",152,,,,s1133,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Bill Nighy, Jack Davenport","Captain Jack Sparrow must seize the ""Dead Man's Chest"" to cheat death."
Movie,Pirates of the Caribbean: The Curse of the Black Pearl,United States,November,2003,PG-13,"Action-Adventure, Fantasy",144,,,,s1134,Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Kevin McNally",Jack Sparrow and Will Turner partner to save the governor's daughter.
TV Show,Pixar In Real Life,United States,November,2019,TV-G,"Anthology, Comedy, Family",360,,,,s1135,Others,Others,Characters and moments from Pixar films are brought to life to the surprise of real people.
Movie,Pixel Perfect,United States,November,2004,TV-G,"Comedy, Coming of Age, Music",90,,,,s1136,Mark Dippé,"Ricky Ullman, Leah Pipes, Spencer Redford, Chris Williams, Tania Gunadi, Porscha Coleman",A techno whiz must protect his hologram from falling into the wrong hands.
Movie,Planet of the Birds,Others,November,2018,TV-PG,"Animals & Nature, Documentary, Family",45,,,,s1137,Others,Rodd Houston,"Tough and versatile, birds live in almost every habitat across the world."
Movie,Pluto and the Gopher,United States,November,1950,TV-PG,"Animation, Comedy, Family",7,,,,s1138,Charles Nichols,Others,Pluto tries to catch a gopher in Minnie's garden. See details for advisory.
Movie,Pluto's Christmas Tree,United States,November,1952,TV-Y7,"Animation, Family, Kids",7,,,,s1139,Jack Hannah,"Jimmy MacDonald, Pinto Colvig, Clarence Nash, Ruth Clifford, Dessie Miller",Pluto and Mickey bring home a special Christmas Tree. See details for advisory.
Movie,Pluto's Surprise Package,United States,November,1949,TV-G,"Animation, Comedy, Family",7,,,,s1140,Charles Nichols,Others,"Pluto tries to bring in the mail, but one parcel refuses to cooperate. See details for advisory."
Movie,Pluto's Sweater,United States,November,1949,TV-G,"Animation, Comedy, Family",7,,,,s1141,Charles Nichols,Others,Pluto hates the sweater that Minnie knits for him. See details for advisory.
Movie,Pocahontas,United States,November,1995,G,"Action-Adventure, Animation, Family",85,,,,s1142,"Mike Gabriel, Eric Goldberg","Irene Bedard, Judy Kuhn, Mel Gibson, David Ogden Stiers, John Kassir, Russell Means",Free-spirited Pocahontas must find her own path.
Movie,Pocahontas II: Journey to a New World,United States,November,1998,G,"Action-Adventure, Animation, Family",77,,,,s1143,"Bradley Raymond, Tom Ellery","Irene Bedard, Jim Cummings, Donal Gibson, Finola Hughes, Linda Hunt, Judy Kuhn",Pocahontas sets sail for England and the allure of life in a new land.
Movie,Pollyanna,United States,November,1960,G,"Coming of Age, Drama, Family",135,,,,s1144,David Swift,"Jane Wyman, Richard Egan, Karl Malden, Nancy Olson, Adolphe Menjou, Donald Crisp","An orphan brings sunshine into the lives of everyone she meets, despite her stifling aunt."
Movie,Pooh's Grand Adventure: The Search for Christopher Robin,United States,November,1997,TV-G,"Action-Adventure, Animation, Kids",78,,,,s1145,Karl Geurs,"Jim Cummings, John Fiedler, Ken Sansom, Andre Stojka, Peter Cullen, Brady Bluhm",Pooh and his pals set off on an adventure to find their best friend.
Movie,Pooh's Heffalump Movie,United States,November,2005,G,"Action-Adventure, Animation, Kids",73,,,,s1146,Frank Nissen,"Jim Cummings, John Fiedler, Nikita Hopkins, Kath Soucie, Ken Sansom, Peter Cullen",Pooh and his friends are shocked when Roo befriends a playful Heffalump.
Movie,Presto,United States,November,2008,G,"Animation, Family, Kids",5,,,,s1147,Doug Sweetland,Others,Presto forgets to feed his rabbit one too many times.
Movie,Princess Protection Program,United States,November,2009,TV-G,"Buddy, Comedy, Coming of Age",90,,,,s1148,Allison Liddi-Brown,"Demi Lovato, Selena Gomez, Nicholas Braun, Molly Hagan, Johnny Rodriguez, Jamie Chung",Royalty and roughing it collide when a princess moves in with a tomboy.
Movie,Purl,United States,November,2019,PG,"Animation, Comedy, Family",12,,,,s1149,Kristen Lester,"Bret Parker, Emily Davis, Kelsey Mann, Austin Madison, Erik Langley, Michael Daley",Purl gets a job at a start-up and must decide how far is she willing to go to be accepted.
TV Show,Quack Pack,United States,November,1996,TV-Y,"Action-Adventure, Animation, Comedy",360,,,,s1150,Others,"Tony Anselmo, James Avery, Brian Cummings, E.G. Daily, Jeannie Elias, Pamela Segall","This cartoon follows on from the 1980's cartoon ""DuckTales""."
Movie,Queen of Katwe,United States,November,2016,PG,"Biographical, Drama, Sports",125,,,,s1151,Mira Nair,"David Oyelowo, Lupita Nyong'o, Madina Nalwanga, Martin Kabanza, Taryn Kyaze, Esther Tebandeke",A Ugandan girl’s life changes forever when she discovers she has an amazing talent for chess.
Movie,Quints,"Canada, United States",November,2000,TV-G,"Comedy, Coming of Age",83,,,,s1152,Bill Corcoran,"Kimberly Brown, Daniel Roebuck, Elizabeth Morehead, Shadia Simmons, Jake Epstein, Vince Corazza",Jamie is the center of attention until her mom gives birth to quintuplets.
Movie,Ratatouille,United States,November,2007,G,"Animation, Comedy, Family",111,,,,s1153,Brad Bird,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter Sohn, Peter O'Toole",A determined young rat dreams of becoming a French chef.
Movie,Read It and Weep,United States,November,2006,TV-G,"Comedy, Coming of Age, Drama",85,,,,s1154,Paul Hoen,"Kay Panabaker, Jason Dolley, Robin Riker, Tom Virtue, Alexandra Krosney, Danielle Panabaker",Jamie's journal accidentally becomes a best-selling book.
Movie,Ready to Run,"United States, New Zealand",November,2000,TV-G,"Animals & Nature, Coming of Age, Family",89,,,,s1155,Duwayne Dunham,"Krissy Perez, Jason Dohring, Lillian Hurst, Jon Brazier, Nestor Serrano, Theresa Saldana",Corrie dreams of becoming a jockey despite her father's race-related death.
Movie,Recess: All Growed Down,United States,November,2003,G,"Animation, Comedy, Family",61,,,,s1156,"Howy Parkins, Chuck Sheetz","Rickey Collins, Jason Davis, Ashley Johnson, Myles Jeffrey, Andrew Lawrence, Ross Malinger",T.J. and the gang are captured by the kindergartners.
Movie,Recess: School's Out,"United States, Japan",November,2001,G,"Animation, Comedy, Family",87,,,,s1157,Chuck Sheetz,"Rickey Collins, Jason Davis, Ashely Johnson, Andy Lawrence, Courtland Mead, Pam Segall",Third Street Elementary students band together to save summer break.
Movie,Recess: Taking the 5th Grade,United States,November,2003,G,"Animation, Comedy, Family",63,,,,s1158,Howy Parkins,"Rickey Collins, Jason Davis, Myles Jeffrey, Ashley Johnson, Courtland Mead, Pamela Adlon",The gang graduates to the fifth grade but discovers some unwelcome changes.
Movie,Red's Dream,United States,November,1987,TV-G,"Animation, Drama, Family",4,,,,s1159,John Lasseter,Others,"Red, a unicycle, dreams that he steals the show."
Movie,Remember the Titans,United States,November,2000,PG,"Drama, Historical, Sports",114,,,,s1160,Boaz Yakin,"Denzel Washington, Will Patton, Donald Faison, Wood Harris, Ryan Hurst, Ethan Suplee",An African-American coach leads a newly integrated high school football team in 1970s Virginia.
Movie,Rescue Dog,United States,November,1947,TV-G,"Animation, Comedy, Family",7,,,,s1161,Charles Nichols,Others,Rescue dog Pluto must deal with a playful seal pup. See details for advisory.
Movie,Return from Witch Mountain,United States,November,1978,G,"Action-Adventure, Family, Science Fiction",94,,,,s1162,John Hough,"Bette Davis, Christopher Lee, Kim Richards, Ike Eisenmann, Jack Soo, Anthony James",Sinister masterminds manipulate a boy's supernatural powers for their own devious gain.
Movie,Return to Halloweentown,United States,November,2006,TV-PG,"Family, Fantasy",89,,,,s1163,David Jackson,"Sara Paxton, Judith Hoag, Lucas Grabeel, J. Zimmerman, Kristy Wu, Keone Young",Marnie Piper holds the key to Witch University's ultimate secret.
Movie,Return to Oz,"United Kingdom, United States",November,1985,PG,"Action-Adventure, Family, Fantasy",110,,,,s1164,Walter Murch,"Nicol Williamson, Jean Marsh, Piper Laurie, Matt Clark, Fairuza Balk, Michael Sundin",Dorothy battles the wicked Princess Mombi and the evil Nome King to restore the Emerald City.
Movie,Richie Rich's Christmas Wish,United States,November,1998,G,"Action-Adventure, Comedy, Family",85,,,,s1165,John Murlowski,"David Gallagher, Eugene Levy, Keene Curtis, Jake Richardson, Martin Mull, Lesley Warren",A wishing machine transports Richie Rich to an alternate universe.
Movie,Right on Track,United States,November,2003,TV-G,"Buddy, Family, Sports",88,,,,s1166,Duwayne Dunham,"Beverley Mitchell, Brie Larson, Marcus Toji, Jodi Russell, Jon Lindstrom, Ruby O'Neil",Two sisters fight for their place in male-dominated junior drag racing.
Movie,Riley’s First Date?,United States,November,2015,G,"Animation, Comedy, Coming of Age",8,,,,s1167,Josh Cooley,"Lori Alan, Carlos Alazraqui, Lewis Black, Josh Cooley, Ben Cox, Kaitlyn Dias",A boy shows up at Riley's door.
Movie,Rip Girls,"Australia, United States",November,2000,TV-G,"Coming of Age, Drama",87,,,,s1168,Joyce Chopra,"Camilla Belle, Dwier Brown, Stacie Hess, Brian Stark, Jeanne Mori, Lauren Sinclair",Sydney questions a decision to sell her inherited Hawaiian land.
Movie,Robin Hood,United States,November,1973,G,"Action-Adventure, Animation, Family",85,,,,s1169,Wolfgang Reitherman,"Roger Miller, Peter Ustinov, Terry-Thomas , Brian Bedford, Monica Evans, Phil Harris",Disney's animated classic tale of England's legendary hero.
TV Show,Rocky Mountain Animal Rescue,United States,November,2018,TV-PG,"Animals & Nature, Docuseries, Family",360,,,,s1170,Others,Chopper Bernet,Officers and vets in the Pike's Peak area of Colorado handle thousands of animal emergencies a year.
Movie,Rogue One: A Star Wars Story,United States,November,2016,PG-13,"Action-Adventure, Science Fiction",134,,,,s1171,Gareth Edwards,"Felicity Jones, Diego Luna, Ben Mendelsohn, Donnie Yen, Mads Mikkelsen, Alan Tudyk",Unlikely heroes band together to steal the plans to the Death Star.
Movie,Roving Mars,United States,November,2006,G,"Documentary, Family",41,,,,s1172,George Butler,"Paul Newman, Steve Squyres, Rob Manning, Dr. Elachi, Wayne Lee",Explore the surface of the red planet through the eyes of two NASA rovers.
Movie,Ruby Bridges,United States,November,1998,TV-PG,"Biographical, Drama, Historical",90,,,,s1173,Euzhan Palcy,"Penelope Miller, Kevin Pollak, Michael Beach, Jean Kelly, Peter James, Patrika Darbo",A little girl becomes the first African-American to integrate her school.
Movie,Sacred Planet,"Canada, Malaysia, United States",November,2004,G,"Animals & Nature, Documentary, Family",47,,,,s1174,Jon Long,"Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui, Cy Peck Jr., Mutang Urud",Visit some of the most exotic and beautiful places still in existence.
Movie,Saludos Amigos,United States,November,1943,TV-PG,"Animation, Comedy, Family",42,,,,s1175,"Bill Roberts, Jack Kinney, Ham Luske",Fred Shields,Four animated shorts with Donald Duck and Goofy are set to a samba beat. See details for advisory.
Movie,"Sammy, The Way-Out Seal",United States,November,1962,TV-G,"Animals & Nature, Comedy, Family",43,,,,s1176,Norman Tokar,"Jack Carson, Robert Culp, Patricia Barry, Elisabeth Fraser, Michael McGreevey, Billy Mummy",Two young brothers adopt an injured seal…without telling their parents. See details for advisory.
Movie,Sanjay's Super Team,United States,November,2015,PG,"Action-Adventure, Animation, Family",7,,,,s1177,Sanjay Patel,"Brenton Schraff, Sunny Attar, Arun Rao, Jaquelynn Herrera",Young Sanjay daydreams of Hindu gods as superheroes.
Movie,Santa Paws 2: The Santa Pups,United States,November,2012,G,"Fantasy, Musical",92,,,,s1178,Robert Vince,"Cheryl Ladd, George Newbern, Pat Finn, Danny Woodburn, Obba Babatunde, Paul Rae","When holiday spirit mysteriously begins to disappear, the Santa Pups race to save Christmas."
Movie,Santa's Workshop,United States,November,1932,TV-G,"Animation, Family, Fantasy",7,,,,s1179,Wilfred Jackson,Others,Santa and his elves make toys to deliver on Christmas Eve See details for advisory.
Movie,Saving Mr. Banks,"United States, United Kingdom, Australia",November,2013,PG-13,"Biographical, Drama, Historical",129,,,,s1180,John Hancock,"Emma Thompson, Tom Hanks, Colin Farrell, Paul Giamatti, Jason Schwartzman, Bradley Whitford","Discover the untold story behind Walt Disney's 20-year effort to bring ""Mary Poppins"" to life."
Movie,Science Fair,United States,November,2018,PG,"Documentary, Family",91,,,,s1181,"Cristina Costantini, Darren Foster","Anjali Chadha, Ryan Folz, Harsha Paladugu, Abraham Riedel-Mishaan, Kashfia Rahman, Ivo Zell",Nine high school students compete at the International Science and Engineering Fair.
Movie,Sea of Hope: America's Underwater Treasures,United States,November,2017,TV-PG,"Action-Adventure, Animals & Nature, Documentary",47,,,,s1182,Robert Nixon,Max Kennedy,Oceanographer Sylvia Earle sets out to inspire the creation of 'blue parks' to protect the ocean.
Movie,Secret of The Wings,"United States, India, United Kingdom",November,2012,G,"Animation, Fantasy, Kids",79,,,,s1183,Peggy Holmes,"Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett, Lucy Liu, Raven-Symoné",Tink crosses into the forbidden Winter Woods and finds she has a sister.
Movie,Secretariat,United States,November,2010,PG,"Animals & Nature, Biographical, Drama",124,,,,s1184,Randall Wallace,"Diane Lane, John Malkovich, Dylan Walsh, James Cromwell, Kevin Connolly, Nelsan Ellis","A housewife becomes the unlikely owner of a racehorse, then risks it all to make him a champion."
Movie,Secrets of Christ's Tomb: Explorer Special,United States,November,2017,TV-PG,"Documentary, Historical",47,,,,s1185,Bob Strange,Others,A team of experts races to repair the structure housing Christ’s tomb.
Movie,Secrets of Life,United States,November,1956,TV-PG,"Animals & Nature, Documentary, Family",70,,,,s1186,James Algar,Winston Hibler,Discover Mother Nature’s secrets with a look at our ever-evolving planet.
Movie,Secrets of the King Cobra,India,November,2012,TV-PG,"Animals & Nature, Documentary",47,,,,s1187,Others,Andre Braugher,A new scientific expedition follows the king cobra into the wild for the first time.
TV Show,Shake It Up,United States,November,2010,TV-G,"Buddy, Comedy, Coming of Age",1080,,,,s1188,Others,"Bella Thorne, Zendaya , Davis Cleveland, Roshon Fegan, Adam Irigoyen, Kenton Duty",Best friends attend high school and dance professionally.
Movie,Sharks of Lost Island,United States,November,2013,TV-PG,"Action-Adventure, Animals & Nature, Documentary",45,,,,s1189,Others,Chris McLinden,A team of explorers sets out to explore the sea and land of the remote Pitcairn Islands.
Movie,Sharpay's Fabulous Adventure,United States,November,2011,TV-G,"Comedy, Coming of Age, Music",92,,,,s1190,Michael Lembeck,"Ashley Tisdale, Austin Butler, Cameron Goodman, Bradley Perry, Alec Mapa, Jack Plotnick",Aspiring diva Sharpay leaves suburbia and hits Broadway…and hits it hard.
Movie,Shipwrecked,"Norway, Sweden, United States",November,1991,PG,"Action-Adventure, Coming of Age, Family",93,,,,s1191,Nils Gaup,"Stian Smestad, Trond Peter Munch, Louisa Haigh, Gabriel Byrne, Bjørn Sundquist, Eva von Hanno",A cabin boy must outwit a ruthless gang of pirates while shipwrecked on a jungle island.
TV Show,Silver Surfer,"United States, Canada",November,1997,TV-Y7,"Action-Adventure, Animation, Kids",360,,,,s1192,Others,"Paul Essiembre, James Blendick, Robert Bockstael, Jennifer Daley, Colin Fox",The adventures of the cosmic wanderer as he seeks his lost home after rebelling from his master.
Movie,Simpsons Movie,United States,November,2007,PG-13,"Action-Adventure, Animation, Comedy",88,,,,s1193,David Silverman,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Harry Shearer, Hank Azaria",Homer must save the world from a catastrophe he himself created.
Movie,Sister Act,United States,November,1992,PG,"Comedy, Crime, Family",101,,,,s1194,Emile Ardolino,"Whoopi Goldberg, Maggie Smith, Harvey Keitel, Bill Nunn, Mary Wickes, Kathy Najimy",A low-rent lounge singer is forced to hide out from the mob in a convent.
Movie,Sister Act 2: Back in the Habit,United States,November,1993,PG,"Comedy, Family, Music",108,,,,s1195,Bill Duke,"Whoopi Goldberg, Kathy Najimy, Barnard Hughes, Mary Wickes, James Coburn, Michael Jeter",Deloris goes back undercover to try to save a troubled inner-city school.
Movie,Skyrunners,United States,November,2009,TV-PG,"Action-Adventure, Science Fiction",93,,,,s1196,Ralph Hemecker,"Kelly Blatz, Joey Pollari, Conrad Coates, Jacqueline Wood, Nathan Stephenson, Kerry Laifatt",Teen brothers discover a UFO near their town…and learn of an alien plot.
Movie,Sleeping Beauty,United States,November,1959,G,"Animation, Family, Fantasy",77,,,,s1197,Clyde Geronimi,"Mary Costa, Eleanor Audley, Barbara Luddy, Taylor Holmes, Bill Shirley, Verna Felton",A fairy-tale classic about a princess saved by true love's kiss.
Movie,Smart House,United States,November,1999,TV-G,"Comedy, Coming of Age, Drama",82,,,,s1198,LeVar Burton,"Ryan Merriman, Kevin Kilner, Jessica Steen, Katie Volding, Katey Sagal, Emilio Borelli",A computerized Smart House becomes an overly possessive virtual mother.
Movie,Smash and Grab,United States,November,2019,PG,"Animation, Buddy, Family",8,,,,s1199,Brian Larsen,Others,Two antiquated robots risk everything for freedom and for each other.
Movie,Snow White and The Seven Dwarfs,United States,November,1937,G,"Animation, Family, Fantasy",84,,,,s1200,David Hand,"Adriana Caselotti, Harry Stockwell, Lucille LaVerne, Moroni Olsen, Billy Gilbert, Pinto Colvig",Discover the movie called “The Greatest Animated Film Of All Time”!
Movie,Snowball Express,United States,November,1972,G,"Comedy, Family, Sports",94,,,,s1201,Norman Tokar,"Dean Jones, Nancy Olson, Harry Morgan, Keenan Wynn, Johnny Whitaker, Michael McGreevy",A New York accountant moves west when he inherits a dilapidated ski resort.
Movie,Snowglobe,United States,November,2007,TV-PG,"Comedy, Family, Fantasy",90,,,,s1202,Ron Lagomarsino,"Christina Milian, Erin Karpluk, Hilda Doherty, Jason Schombing, James Kot, Andrew Krivanek",Angela finds a snow globe that transports her into a Christmas wonderland.
TV Show,So Weird,Canada,November,1999,TV-Y7,"Fantasy, Kids, Mystery",1080,,,,s1203,Others,"Cara DeLizia, Patrick Levis, Erik von Detten, Belinda Metz, Dave Ward, Mackenzie Phillips",A teenage girl travels the country on a rock tour while investigating the supernatural.
Movie,Society Dog Show,United States,November,1939,TV-G,"Animation, Comedy, Family",9,,,,s1204,Bill Roberts,"Pinto Colvig, Walt Disney","Pluto is out of place at a dog show, but he proves to be a hero. See details for advisory."
TV Show,Spider-Man (Shorts),Others,November,2016,TV-Y7,"Action-Adventure, Animation, Kids",360,,,,s1205,Others,Others,Peter uses science to investigate his spider bite.
TV Show,Spider-Man and His Amazing Friends,United States,November,1982,TV-Y7,"Action-Adventure, Animation, Kids",360,,,,s1206,Others,"Hans Conried, Jerry Dexter, George DiCenzo, Alan Dinehart, Walker Edminston, Michael Evans",Spider-Man battles crime in New York City with the help of Iceman and Firestar.
TV Show,Spider-Man Unlimited,"United States, Canada",November,1999,TV-Y7,"Action-Adventure, Animation, Kids",360,,,,s1207,Others,"Rino Romano, Kathleen Barr, Jim Byrnes, Garry Chalk, Paul Dobson",Strap in to your seats and experience Spider-Man Unlimited!
TV Show,Spider-Woman,United States,November,1979,TV-Y7,"Action-Adventure, Animation, Kids",360,,,,s1208,Others,"Joan Ark, Bruce Miller, Bryan Scott, Lou Krugman, Dick Tufeld",Jessica Drew has superhuman powers. She uses them as Spider-Woman.
TV Show,Star Wars Forces of Destiny (Shorts),United States,November,2016,TV-Y7,"Action-Adventure, Animation, Anthology",720,,,,s1209,Others,"Ashley Eckstein, Matt Lanter, C1-10P a.k.a. ""Chopper"" , John Boyega, Vanessa Marshall, Felicity Jones",Untold stories from the heroines of Star Wars.
TV Show,Star Wars Rebels,United States,November,2014,TV-Y7,"Action-Adventure, Animation, Kids",1440,,,,s1210,Others,"Taylor Gray, Vanessa Marshall, Freddie Prinze Jr., Tiya Sircar, Steve Blum, C1-10P a.k.a. ""Chopper""",The Ghost crew provides a spark to ignite a rebellion.
TV Show,Star Wars Rebels (Shorts),Others,November,2014,TV-Y7,"Action-Adventure, Animation, Kids",360,,,,s1211,Others,Others,It is a dark time in the galaxy as the Empire continues to tighten its grip.
Movie,Star Wars: A New Hope (Episode IV),United States,November,1977,PG,"Action-Adventure, Science Fiction",125,,,,s1212,George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, Anthony Daniels",A young farm boy intercepts a distress call from the captive Princess Leia.
Movie,Star Wars: Attack of the Clones (Episode II),United States,November,2002,PG,"Action-Adventure, Science Fiction",143,,,,s1213,George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Frank Oz, Ian McDiarmid, Pernilla August",Young Anakin and Padmé fall in love as galactic war looms.
TV Show,Star Wars: Blips,United States,November,2019,TV-Y7-FV,Series,360,,,,s1214,Others,Others,What does a curious little droid do when he's not on a daring mission to save the galaxy?
Movie,Star Wars: Return of the Jedi (Episode VI),United States,November,1983,PG,"Action-Adventure, Science Fiction",135,,,,s1215,Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, Peter Mayhew",Luke Skywalker faces Darth Vader in a final duel.
Movie,Star Wars: Revenge of the Sith (Episode III),United States,November,2005,PG-13,"Action-Adventure, Science Fiction",140,,,,s1216,George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Frank Oz, Jimmy Smits","As the Republic falls, Anakin Skywalker becomes the evil Darth Vader."
Movie,Star Wars: The Empire Strikes Back (Episode V),United States,November,1980,PG,"Action-Adventure, Science Fiction",127,,,,s1217,Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, David Prowse",Luke Skywalker trains as a Jedi and confronts Darth Vader.
Movie,Star Wars: The Force Awakens (Episode VII),United States,November,2015,PG-13,"Action-Adventure, Science Fiction",139,,,,s1218,J.J. Abrams,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega","Rey, Finn, Han and Chewbacca search for the one hope of restoring peace."
Movie,Star Wars: The Phantom Menace (Episode I),United States,November,1999,PG,"Action-Adventure, Science Fiction",136,,,,s1219,George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd, Pernilla August, Frank Oz","Jedi discover Anakin Skywalker, a boy unusually strong in the Force."
Movie,Starstruck,United States,November,2010,TV-G,"Comedy, Coming of Age, Music",81,,,,s1220,Michael Grossman,"Sterling Knight, Danielle Campbell, Maggie Castle, Brandon Smith, Chelsea Staub, Beth Littleford",Pop star Christopher Wilde must choose to follow his heart or embrace fame.
Movie,Steamboat Willie,United States,November,1928,TV-Y7,"Animation, Family, Kids",8,,,,s1221,"Walt Disney, Ub Iwerks",Walt Disney,Watch Mickey Mouse's classic cartoon debut. See details for advisory.
Movie,Stepsister from Planet Weird,United States,November,2000,TV-G,"Comedy, Family, Science Fiction",86,,,,s1222,Steve Boyum,"Courtnee Draper, Tamara Hope, Lance Guest, Khrystyne Haje, Vanessa Chester, Myles Jeffrey",A human and an alien team up to stop their parents from getting married.
Movie,Stitch! The Movie,United States,November,2003,G,"Animation, Comedy, Family",62,,,,s1223,"Tony Craig, Bobs Gannaway","Daveigh Chase, Chris Sanders, Tia Carrere, David Stiers, Kevin McDonald, Ving Rhames","Stitch tries to save his intergalactic ""cousins"" from evil Captain Gantu."
Movie,Stonehenge Decoded: Secrets Revealed,United Kingdom,November,2008,TV-PG,Documentary,44,,,,s1224,Christopher Spencer,Craig Sechler,The discovery of a prehistoric site in Ireland sheds new light on the mysteries of Stonehenge
Movie,Stuck in the Suburbs,United States,November,2004,TV-G,"Comedy, Coming of Age, Music",79,,,,s1225,Savage Holland,"Danielle Panabaker, Brenda Song, Amanda Shaw, CiCi Hedgepeth, Jennie Garland, Ryan Belleville",A bored suburban teen accidentally switches phones with a pop star.
Movie,Sultan and the Rock Star,United States,November,1980,TV-PG,"Action-Adventure, Animals & Nature, Family",47,,,,s1226,Ed Abroms,"Timothy Hutton, Ken Swofford, Bruce Glover, Ned Romero, Richard Paul, Pat Delany",A rock star befriends a gentle tiger being hunted for sport. See details for advisory.
Movie,Super Buddies,United States,November,2013,G,"Action-Adventure, Comedy, Family",83,,,,s1227,Robert Vince,"Jeremy Shinder, Tenzing Trainor, Ty Panitz, G. Hannelius, Cooper Roth, Colin Hanks",A new breed of hero is born when Disney's favorite extraordinary pups become Super Buddies!
Movie,Swiss Family Robinson,United States,November,1940,PG,"Action-Adventure, Family, Survival",94,,,,s1228,Edward Ludwig,"Thomas Mitchell, Edna Best, Freddie Bartholomew, Terry Kilburn, Tim Holt, Baby Quillan",A violent storm shipwrecks the Robinson family on a deserted island. See details for advisory.
TV Show,TaleSpin,United States,November,1990,TV-G,"Action-Adventure, Animation, Kids",360,,,,s1229,Others,"Charlie Adler, Jim Cummings, Ed Gilbert, Chuck McCann, Alan Roberts, Sally Struthers","Follow Baloo, his 12-year old navigator Kit, the boss Rebecca Cunningham, and the rest of the crew."
Movie,Tall Tale,United States,November,1995,PG,"Action-Adventure, Western",97,,,,s1230,Jeremiah Chechik,"Scott Glenn, Oliver Platt, Nick Stahl, Stephen Lang, Roger Brown, Jared Harris",It's all up to Pecos Bill to save a boy's family farm in this rousing Western adventure.
Movie,Tangled,United States,November,2010,PG,"Action-Adventure, Animation, Family",101,,,,s1231,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor","Rapunzel and Flynn set off on a hilarious, hair-raising escapade."
