type,title,country,month_added,release_year,rating,listed_in,duration_in_mins,,,,show_id,director,cast,description
Movie,Incredibles 2,United States,July,2018,PG,"Action-Adventure, Animation, Family",118,,,,s455,Brad Bird,"Craig Nelson, Holly Hunter, Sarah Vowell, Huckleberry Milner, Catherine Keener, Eli Fucile",The Incredibles spring into action when a dangerous new villain emerges.
TV Show,King Fishers,United Kingdom,July,2013,TV-PG,"Action-Adventure, Animals & Nature, Docuseries",360,,,,s456,Others,Stephen Mangan,"With so many fishermen and so many fishing disciplines, who is best?"
Movie,Lost Temple of the Inca,United States,July,2020,TV-PG,Documentary,44,,,,s457,Jim Aikman,Dan Nachtrab,A scientist discovers artifacts in Peru that could lead him to one of the country’s missing temples.
TV Show,Marvel Funko Shorts,Others,July,2016,TV-Y7,"Action-Adventure, Animation, Anthology",720,,,,s458,Others,Others,Marvel and Funko present Pop! style Marvel heroes.
TV Show,Muppets Now,United States,July,2020,TV-PG,"Comedy, Family, Lifestyle",360,,,,s459,Others,"Dave Goelz, Matt Vogel, David Rudman, Peter Linz, Bill Barretta, Eric Jacobson",The Muppets have a brand-new series ready to stream… but only if they can upload it in time.
Movie,Surviving the Mount St. Helens Disaster,United Kingdom,July,2020,TV-PG,"Animals & Nature, Documentary",44,,,,s460,Sophie Harris,Bill Ratner,Eyewitness accounts and rare images chart the violent 1980 eruption of Mount St. Helens.
TV Show,What Sam Sees,Others,July,2018,TV-G,"Animals & Nature, Docuseries, Family",360,,,,s461,Others,Sam Peltz,"Join Sam on an underwater journey and learn about sharks, eels, and more!"
Movie,Pirates of the Caribbean: Dead Men Tell No Tales,United States,July,2017,PG-13,"Action-Adventure, Fantasy",129,,,,s462,"Joachim Rønning, Espen Sandberg","Johnny Depp, Javier Bardem, Brenton Thwaites, Kaya Scodelario, Kevin McNally, Golshifteh Farahani",Captain Jack Sparrow searches for the Trident of Poseidon.
TV Show,PJ Masks (Shorts),Others,July,2017,TV-Y,"Action-Adventure, Animation, Kids",360,,,,s463,Others,Others,The PJ Masks are protecting the city from villains!
TV Show,Rogue Trip,Others,July,2020,TV-PG,"Buddy, Docuseries",360,,,,s464,Others,"Bob Woodruff, Mack Woodruff",Bob Woodruff and his son travel the world searching for beauty and adventure in unexpected places.
TV Show,Wild Congo,Others,July,2014,TV-PG,"Animals & Nature, Docuseries, Family",360,,,,s465,Others,Corey Johnson,The Congo: the most mysterious river in the dark heart of Africa.
TV Show,Wild Sri Lanka,United Kingdom,July,2016,TV-PG,"Animals & Nature, Docuseries",360,,,,s466,Others,Paul McGann,This three-part series reveals the spectacular nature and amazing wildlife of Sri Lanka.
Movie,A Pre-Opening Report from Disneyland,United States,July,1955,TV-PG,"Documentary, Family, Historical",55,,,,s467,Wilfred Jackson,"Walt Disney, Winston Hibler",Walt provides a look at the details needed to get the Park ready to open. See details for advisory.
Movie,Diary of a Wimpy Kid: The Long Haul,United States,July,2017,PG,"Comedy, Family",92,,,,s468,David Bowers,"Jason Drucker, Alicia Silverstone, Tom Scott, Charlie Wright, Owen Asztalos, Dylan Walters",A trip to Meemaw’s 90th birthday takes a detour due to Greg’s scheme to attend a gaming convention!
TV Show,Disney Junior Music Lullabies,Others,July,2018,TV-Y,"Animation, Kids, Music",360,,,,s469,Others,Others,Disney Junior songs reimagined as calming lullabies.
Movie,Lost City of Machu Picchu,United States,July,2019,TV-14,"Documentary, Family",44,,,,s470,Others,Craig Sechler,Who were the mysterious people who built Machu Picchu and why?
TV Show,Super Robot Monkey Team Hyperforce Go!,"United States, Japan",July,2004,TV-Y7,"Action-Adventure, Animation, Anime",720,,,,s471,Others,"Greg Cipes, Kevin Michael	Richardson, Tom Kenny, Kari Wahlgren, Clancy Brown, Corey Feldman",Chiro and a team of five Robot Monkeys defend Shuggazoom City against Skeleton King and his minions.
Movie,The Mouseketeers at Walt Disney World,United States,July,1977,TV-PG,"Coming of Age, Drama, Family",56,,,,s472,John Tracy,"Jo Worley, Ronnie Schell, Dennis Underwood, Leslie Norris, Billy Attmore, Scott Craig",The Mouseketeers arrive to perform at Walt Disney World. See details for advisory.
TV Show,Wild Chile,United Kingdom,July,2017,TV-PG,"Animals & Nature, Docuseries, Family",360,,,,s473,Others,Peter Venn,This beautiful and intriguing blue-chip series explores the incredibly varied wildlife of Chile.
Movie,X-Men: Apocalypse,United States,July,2016,PG-13,"Action-Adventure, Family, Science Fiction",144,,,,s474,Bryan Singer,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Oscar Isaac, Nicholas Hoult, Rose Byrne","Apocalypse, the most powerful mutant in the universe, tries to destroy all of mankind."
TV Show,Cosmos: A Spacetime Odyssey,United States,July,2013,TV-PG,"Action-Adventure, Docuseries, Family",360,,,,s475,Others,"Neil Tyson, Stoney Emshwiller",A 13-part adventure across the universe of space and time.
Movie,Hamilton: History Has Its Eyes on You,United States,July,2020,TV-PG,"Historical, Musical",47,,,,s476,Others,"Lin-Manuel Miranda, Thomas Kail, Christopher Jackson, Leslie Odom Jr., Phillipa Soo, Renee Goldsberry","Robin Roberts hosts a discussion with Lin-Manuel Miranda, Thomas Kail, and original cast members."
Movie,Solo: A Star Wars Story,United States,July,2018,PG-13,"Action-Adventure, Crime, Science Fiction",135,,,,s477,Ron Howard,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Thandie Newton, Phoebe Waller-Bridge",Witness the beginning of the Star Wars saga's most unlikely hero.
Movie,X-Men: Days of Future Past,"United States, United Kingdom, Canada",July,2014,PG-13,"Action-Adventure, Family, Science Fiction",132,,,,s478,Bryan Singer,"Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence, Halle Berry, Nicholas Hoult",Characters from the X-Men trilogy join their younger selves to change the past and save our future.
Movie,The Undefeated Presents: Hamilton In-Depth,United States,July,2020,TV-PG,"Historical, Musical",33,,,,s479,Others,"Lin-Manuel Miranda, Thomas Kail, Renee Goldsberry, Leslie Odom Jr., Daveed Diggs, Phillipa Soo",The Undefeated Presents: Hamilton In-Depth is a roundtable discussion with 9 stars and the director.
TV Show,Animal ER,United States,July,2016,TV-PG,"Animals & Nature, Docuseries, Family",720,,,,s480,Others,Dr. Brian Beale,Animal ER brings you up close to the bleeding edge of animal care.
Movie,Diary of a Wimpy Kid: Rodrick Rules,United States,July,2011,PG,"Comedy, Family",100,,,,s481,David Bowers,"Zachary Gordon, Devon Bostick, Rachael Harris, Robert Capron, Steve Zahn","In 7th grade, Greg must bond with his brother, Rodrick while also impressing the new girl in town."
Movie,Hamilton,United States,July,2020,PG-13,"Biographical, Historical, Musical",160,,,,s482,Thomas Kail,"Daveed Diggs, Renée Goldsberry, Jonathan Groff, Christopher Jackson, Jasmine Jones, Lin-Manuel Miranda",The filmed version of Broadway original “Hamilton” that soars in music and tale.
Movie,Ice Age: Collision Course,"United States, United Kingdom, Australia",July,2016,PG,"Action-Adventure, Animation, Comedy",97,,,,s483,Mike Thurmeier,"Ray Romano, John Leguizamo, Denis Leary, Adam Devine, Jesse Ferguson, Max Greenfield","When their world is threatened, Manny and friends go on a quest to survive the Scrat-tastrophe!"
Movie,Race to Witch Mountain,United States,July,2009,PG,"Action-Adventure, Family, Science Fiction",100,,,,s484,Andy Fickman,"Dwayne Johnson, AnnaSophia Robb, Carla Gugino, Ciarán Hinds, Alexander Ludwig, Tom Scott",A Las Vegas cab driver helps two aliens disguised as teens get home to save their planet... and ours.
Movie,The Big Green,United States,July,1995,PG,"Comedy, Family, Sports",100,,,,s485,Holly Sloan,"Steve Guttenberg, Olivia d'Abo, Jay Sanders, John Terry, Chauncey Leopardi, Patrick Renna",A group of bored misfits become local soccer heroes in a sleepy Texas town.
Movie,The Mighty Ducks,United States,July,1992,PG,"Comedy, Drama, Sports",104,,,,s486,Stephen Herek,"Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling, Josef Sommer, Joshua Jackson",A hotshot lawyer reluctantly coaches a hapless pee wee hockey team.
Movie,While You Were Sleeping,United States,July,1995,PG,"Comedy, Drama, Romance",104,,,,s487,Jon Turteltaub,"Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle, Glynis Johns, Micole Mercurio",A lonely subway worker is mistaken for a comatose man's finacée.
TV Show,Disney A.N.T. Farm,United States,June,2011,TV-G,"Comedy, Coming of Age, Music",1080,,,,s488,Others,"China McClain, Sierra McCormick, Jake Short, Stefanie Scott, Carlon Jeffery",Chyna Sparks and her friends are the newest members of the A.N.T. program.
TV Show,Into the Unknown: Making Frozen 2,United States,June,2020,TV-PG,"Docuseries, Family",360,,,,s489,Others,"Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Jennifer Lee, Chris Buck","For the first time, go behind-the-scenes into the making of the #1 animated film, Frozen 2."
Movie,Man in Space,United States,June,1955,TV-PG,"Documentary, Family",49,,,,s490,Ward Kimball,"Walt Disney, Dick Tufeld, Ward Kimball, Willy Ley, Dr. Heinz Haber, Dr. Wernher von Braun","From the TV series Disneyland, a look at the history of space travel. See details for advisory."
Movie,Mars and Beyond,United States,June,1957,TV-G,"Animation, Documentary, Family",53,,,,s491,Ward Kimball,"Walt Disney, Paul Frees, Dr. Ernst Stuhlinger, Dr. Wernher von Braun, Dr. E.C. Slipher",An animated look at humankind's early views of the universe and life on Mars.
Movie,Marvel Studios' Avengers: Infinity War,United States,June,2018,PG-13,"Action-Adventure, Fantasy, Science Fiction",152,,,,s492,"Anthony Russo, Joe Russo","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson, Don Cheadle",The Avengers must be willing to sacrifice all to defeat Thanos.
Movie,Tarzan,United States,June,1999,G,"Action-Adventure, Animation, Coming of Age",93,,,,s493,"Kevin Lima, Chris Buck","Tony Goldwyn, Minnie Driver, Glenn Close, Alex Linz, Rosie O'Donnell, Brian Blessed","Adopted by gorillas, Tarzan’s life changes forever when he meets other humans."
Movie,Tarzan II,United States,June,2005,G,"Action-Adventure, Animation, Coming of Age",75,,,,s494,Brian Smith,"Harrison Chad, George Carlin, Brad Garrett, Ron Perlman, Estelle Harris, Glenn Close",Young Tarzan decides his ape family would be better off without him.
TV Show,101 Dalmatians (Series),Others,June,1997,TV-Y7,"Action-Adventure, Animation, Kids",360,,,,s495,Others,"Jeff Bennett, Christine Cavanaugh, Tara Charendoff, Jim Cummings, Tress MacNeille, Charlotte Rae",The Dearly Family move to a new farm home in the country.
Movie,Big Sur: Wild California,United States,June,2010,TV-PG,"Animals & Nature, Documentary, Family",47,,,,s496,Others,Hector Elizondo,Why is California's Big Sur coastline experiencing an explosion in wildlife?
TV Show,Disney Junior Muppet Babies Play Date,Others,June,2018,TV-Y,"Comedy, Kids",360,,,,s497,Others,Others,Time for a playdate with the Muppet Babies!
Movie,Egypt's Treasure Guardians,United Kingdom,June,2016,TV-PG,"Documentary, Historical",44,,,,s498,"Ben Allen, Tom Jenner",Dominic Frisby,"This programme follows a select cast of individuals, determined to bring Egypt back from the brink."
Movie,The Jungle Book,"United Kingdom, United States",June,2016,PG,"Action-Adventure, Coming of Age, Family",108,,,,s499,Jon Favreau,"Bill Murray, Ben Kingsley, Idris Elba, Lupita Nyong'o, Scarlett Johansson, Giancarlo Esposito",A man-cub who’s been raised by a family of wolves eludes a dangerous tiger.
Movie,The Pirate Fairy,United States,June,2014,G,"Action-Adventure, Animation, Family",78,,,,s500,Peggy Holmes,"Mae Whitman, Christina Hendricks, Tom Hiddleston, Lucy Liu, Raven-Symoné , Megan Hilty",Tinker Bell and friends face the pirates of Skull Rock to save a friend.
Movie,Trail Mix-Up,United States,June,1993,TV-G,"Action-Adventure, Animation, Comedy",9,,,,s501,Barry Cook,"Charles Fleischer, Kathleen Turner, April Winchell, Lou Hirsch, Corey Burton, Frank Welker",Roger Rabbit is left to care for Baby Herman in Yellowstone National Park.
Movie,Tummy Trouble,United States,June,1989,TV-G,"Action-Adventure, Animation, Comedy",8,,,,s502,"Frank Marshall, Rob Minkoff","Charles Fleischer, April Winchell, Lou Hirsch, Corey Burton, Richard Williams, Kathleen Turner",Roger Rabbit is left to babysit with the mischievous Baby Herman
Movie,Artemis Fowl,United States,June,2020,PG,"Action-Adventure, Crime, Fantasy",96,,,,s503,Kenneth Branagh,Others,A descendant of a long line of criminal masterminds seeks to find his father who has disappeared.
TV Show,Mighty Med,United States,June,2013,TV-Y7,"Comedy, Coming of Age, Medical",720,,,,s504,Others,"Bradley Perry, Jake Short, Paris Berelc, Devan Leos","Check in to Mighty Med, the secret superhero hospital."
Movie,The Liberty Story,United States,June,1957,TV-PG,"Drama, Family, Historical",48,,,,s505,"Hamilton Luske, Robert Stevenson",Walt Disney,Walt Disney presents segments of America's fight for freedom. See details for advisory.
Movie,The Story of the Animated Drawing,United States,June,1955,TV-PG,"Documentary, Family",49,,,,s506,"Wilfred Jackson, William Beaudine",Others,Walt Disney discusses the history of animation. See details for advisory.
Movie,Walt & El Grupo,United States,June,2009,PG,"Documentary, Historical",108,,,,s507,Theodore Thomas,Others,The U.S. Government sends Walt Disney to South America on a goodwill tour.
TV Show,Alaska's Grizzly Gauntlet,United States,June,2018,TV-PG,"Animals & Nature, Docuseries, Family",360,,,,s508,Others,Les Stroud,Survival expert Les Stroud explores the world of Alaska’s most formidable wildlife.
Movie,America's Greatest Animals,United States,June,2012,TV-PG,"Animals & Nature, Documentary, Family",90,,,,s509,Others,"Bray Poor, Casey Anderson, Brady Barr, Andy Casagrande, Mireya Mayor",Nat Geo WILD goes on a search for America's 'big five.' Can America compete with Africa's beasts?
Movie,Chasing the Equinox,Others,June,2019,TV-PG,Documentary,45,,,,s510,Kenny Scott,Stefan Frank,Ancient civilizations shared an incredible knowledge of the sun.
TV Show,Howie Mandel's Animals Doing Things,United States,June,2017,TV-PG,"Animals & Nature, Comedy, Family",720,,,,s511,Others,Howie Mandel,This show combines Howie Mandel’s lovable comedic genius with clips of animals doing crazy things.
TV Show,Japan: Between Earth and Sky,"France, Japan",June,2017,TV-PG,"Animals & Nature, Docuseries",360,,,,s512,Others,Bray Poor,Japan: Between Earth and Sky reveals the mystery of some the most beautiful sites in the country.
Movie,Percy Jackson & The Olympians: The Lightning Thief,"United Kingdom, Canada, United States",June,2010,PG,"Action-Adventure, Family, Fantasy",119,,,,s513,Chris Columbus,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Sean Bean, Pierce Brosnan, Steve Coogan",A boy discovers he's the descendant of Poseidon and must settle an on-going battle between the gods.
TV Show,Secrets of Wild India,United Kingdom,June,2012,TV-PG,"Animals & Nature, Docuseries, Family",360,,,,s514,Others,David Attenborough,'Secrets of Wild India' celebrates the diversity and drama of India's extraordinary landscapes.
TV Show,The Greeks,United States,June,2016,TV-PG,"Docuseries, Historical",360,,,,s515,Others,Toby Moore,"Quite simply, the Greeks created our world."
TV Show,Wild Hawaii,United States,June,2014,TV-PG,"Animals & Nature, Docuseries, Family",360,,,,s516,Others,JK Simmons,National Geographic takes us on an untamed journey to Hawaii's remarkable lands.
Movie,Women Of Impact: Changing The World,United States,June,2019,TV-PG,"Documentary, Historical",44,,,,s517,Others,Julianna Margulies,How will you make the world a better place? Hear stories of the amazing women changing our world.
